Cell	Cluster	CellType	NumofReads
SRR1781191	1	HL60	40408
SRR1781192	1	HL60	100470
SRR1781193	1	HL60	28442
SRR1781194	1	HL60	64026
SRR1781195	1	HL60	62426
SRR1781196	1	HL60	42382
SRR1781197	1	HL60	17584
SRR1781198	1	HL60	89604
SRR1781199	1	HL60	69868
SRR1781200	1	HL60	70572
SRR1781201	1	HL60	55996
SRR1781202	1	HL60	65330
SRR1781203	1	HL60	33930
SRR1781204	1	HL60	79136
SRR1781205	1	HL60	145188
SRR1781206	1	HL60	36610
SRR1781207	1	HL60	36162
SRR1781208	1	HL60	3000
SRR1781209	1	HL60	3144
SRR1781210	1	HL60	598130
SRR1781211	1	HL60	87394
SRR1781212	1	HL60	52974
SRR1781213	1	HL60	40496
SRR1781214	1	HL60	73054
SRR1781215	1	HL60	91366
SRR1781216	1	HL60	44322
SRR1781217	1	HL60	25354
SRR1781218	1	HL60	39534
SRR1781219	1	BJ	43528
SRR1781220	1	BJ	24368
SRR1781221	1	BJ	35916
SRR1781222	1	BJ	26808
SRR1781223	1	BJ	24828
SRR1781224	1	BJ	5946
SRR1781226	1	BJ	24360
SRR1781227	1	BJ	27114
SRR1781228	1	BJ	62578
SRR1781229	1	BJ	39372
SRR1781231	1	BJ	28820
SRR1781232	1	BJ	3268
SRR1781233	1	BJ	38278
SRR1781234	1	BJ	52196
SRR1781235	1	BJ	31382
SRR1781237	1	BJ	11318
SRR1781238	1	BJ	45040
SRR1781239	1	BJ	22332
SRR1781241	1	BJ	63010
SRR1781243	1	BJ	45084
SRR1781244	1	BJ	16290
SRR1781245	1	BJ	48108
SRR1781246	1	BJ	27092
SRR1781249	1	BJ	29936
SRR1781250	1	BJ	51874
SRR1781251	1	BJ	2868
SRR1781253	1	BJ	30686
SRR1781254	1	BJ	47890
SRR1781255	1	BJ	50472
SRR1781256	1	BJ	29442
SRR1781257	1	BJ	36702
SRR1781259	1	BJ	30276
SRR1781260	1	BJ	33522
SRR1781261	1	BJ	20640
SRR1781263	1	BJ	24306
SRR1781264	1	BJ	54702
SRR1781265	1	BJ	12562
SRR1781266	1	BJ	41596
SRR1781269	1	BJ	34998
SRR1781270	1	BJ	57828
SRR1781271	1	BJ	25478
SRR1781272	1	BJ	35878
SRR1781273	1	BJ	30010
SRR1781274	1	BJ	52106
SRR1781276	1	BJ	53572
SRR1781277	1	BJ	5056
SRR1781278	1	BJ	39476
SRR1781279	1	BJ	35408
SRR1781280	1	BJ	36558
SRR1781281	1	BJ	38278
SRR1781282	1	BJ	20840
SRR1781283	1	BJ	3764
SRR1781284	1	BJ	16896
SRR1781285	1	BJ	17520
SRR1781286	1	BJ	38712
SRR1781287	1	BJ	21652
SRR1781288	1	BJ	28116
SRR1781290	1	BJ	24658
SRR1781291	1	BJ	53222
SRR1781292	1	BJ	31578
SRR1781293	1	BJ	55314
SRR1781294	1	BJ	74782
SRR1781295	1	BJ	42112
SRR1781296	1	BJ	32150
SRR1781297	1	BJ	24500
SRR1781298	1	BJ	37510
SRR1781299	1	BJ	28296
SRR1781300	1	BJ	29618
SRR1781301	1	BJ	15722
SRR1781303	1	BJ	30502
SRR1781305	1	BJ	77180
SRR1781306	1	BJ	40262
SRR1781308	1	BJ	20964
SRR1781309	1	BJ	2234
SRR1781310	1	BJ	41216
SRR1781311	1	BJ	28062
SRR1781312	1	BJ	18074
SRR1781313	1	BJ	12946
SRR1781314	1	BJ	23206
SRR5584193	1	K562	65852
SRR5584194	1	K562	22738
SRR5584196	1	K562	26922
SRR5584198	1	K562	29826
SRR5584199	1	K562	118628
SRR5584200	1	K562	22996
SRR5584201	1	K562	5278
SRR5584202	1	K562	23342
SRR5584203	1	K562	19622
SRR5584204	1	K562	17232
SRR5584205	1	K562	13850
SRR5584206	1	K562	21998
SRR5584207	1	K562	30946
SRR5584209	1	K562	66082
SRR5584210	1	K562	28570
SRR5584211	1	K562	33120
SRR5584212	1	K562	6168
SRR5584213	1	K562	90512
SRR5584214	1	K562	95056
SRR5584215	1	K562	75610
SRR5584216	1	K562	25328
SRR5584217	1	K562	2290
SRR5584218	1	K562	99738
SRR5584219	1	K562	20496
SRR5584220	1	K562	29616
SRR5584221	1	K562	24870
SRR5584222	1	K562	15828
SRR5584223	1	K562	53348
SRR5584224	1	K562	7922
SRR5584225	1	K562	36254
SRR5584226	1	K562	38524
SRR5584227	1	K562	104792
SRR5584228	1	K562	81602
SRR5584229	1	K562	17462
SRR5584230	1	K562	66578
SRR5584231	1	K562	172876
SRR5584232	1	K562	34356
SRR5584233	1	K562	43338
SRR5584234	1	K562	41750
SRR5584235	1	K562	23716
SRR5584236	1	K562	6050
SRR5584237	1	K562	29524
SRR5584238	1	K562	25078
SRR5584239	1	K562	51882
SRR5584240	1	K562	34760
SRR5584241	1	K562	69742
SRR5584242	1	K562	35740
SRR5584243	1	K562	14568
SRR5584244	1	K562	5794
SRR5584246	1	K562	55570
SRR5584247	1	K562	52072
SRR5584248	1	K562	37918
SRR5584249	1	K562	39898
SRR5584250	1	K562	18316
SRR5584251	1	K562	10430
SRR5584252	1	K562	59264
SRR5584253	1	K562	28508
SRR5584254	1	K562	3334
SRR5584255	1	K562	32678
SRR5584256	1	K562	21530
SRR5584257	1	K562	44136
SRR5584258	1	K562	3052
SRR5584259	1	K562	35292
SRR5584260	1	K562	85286
SRR5584261	1	K562	42658
SRR5584262	1	K562	15160
SRR5584263	1	K562	66896
SRR5584266	1	K562	40012
SRR5584267	1	K562	58682
SRR5584268	1	K562	54904
SRR5584269	1	K562	24272
SRR5584270	1	K562	10086
SRR5584271	1	K562	52532
SRR5584272	1	K562	22200
SRR5584273	1	K562	76266
SRR5584274	1	K562	90494
SRR5584275	1	K562	13938
SRR5584276	1	K562	17972
SRR5584277	1	K562	24830
SRR5584278	1	K562	54648
SRR5584279	1	K562	28384
SRR5584280	1	K562	43024
SRR5584281	1	K562	5834
SRR5584282	1	K562	10868
SRR5584283	1	K562	25962
SRR5584284	1	K562	29162
SRR5584286	1	K562	41112
SRR5584287	1	K562	22150
SRR5584288	1	K562	39304
SRR5584289	1	K562	4684
SRR5584290	1	K562	10930
SRR5584291	1	K562	29024
SRR5584292	1	K562	25792
SRR5584293	1	K562	60570
SRR5584294	1	K562	84548
SRR5584295	1	K562	4760
SRR5584296	1	K562	143940
SRR5584297	1	K562	22438
SRR5584298	1	K562	49470
SRR5584299	1	K562	21406
SRR5584300	1	K562	2324
SRR5584301	1	K562	16578
SRR5584302	1	K562	27622
SRR5584303	1	K562	7278
SRR5584304	1	K562	18728
SRR5584305	1	K562	40556
SRR5584306	1	K562	29070
SRR5584307	1	K562	28400
SRR5584308	1	K562	19920
SRR5584309	1	K562	30058
SRR5584310	1	K562	20340
SRR5584311	1	K562	15714
SRR5584312	1	K562	9790
SRR5584313	1	K562	37578
SRR5584314	4	K562	2432
SRR5584315	1	K562	25880
SRR5584316	1	K562	45218
SRR5584317	1	K562	7924
SRR5584318	1	K562	23396
SRR5584320	1	K562	27868
SRR5584321	1	K562	51786
SRR5584322	1	K562	24238
SRR5584323	1	K562	3676
SRR5584324	1	K562	48982
SRR5584325	1	K562	20142
SRR5584326	1	K562	23258
SRR5584327	1	K562	18966
SRR5584328	1	K562	13966
SRR5584329	1	K562	48986
SRR5584330	1	K562	34966
SRR5584331	1	K562	35346
SRR5584332	1	K562	39074
SRR5584333	1	K562	24824
SRR5584334	1	K562	14820
SRR5584335	1	K562	56230
SRR5584336	1	K562	201758
SRR5584337	1	K562	4852
SRR5584338	1	K562	21008
SRR5584339	1	K562	8198
SRR5584340	1	K562	9316
SRR5584342	1	K562	15792
SRR5584343	1	K562	21450
SRR5584344	1	K562	21810
SRR5584345	1	K562	34428
SRR5584347	1	K562	4130
SRR5584348	1	K562	44316
SRR5584349	1	K562	21580
SRR5584350	1	K562	20192
SRR5584351	1	K562	15146
SRR5584352	1	K562	12302
SRR5584354	1	K562	113252
SRR5584355	1	K562	24316
SRR5584356	1	K562	4598
SRR5584357	1	K562	3134
SRR5584358	1	K562	28720
SRR5584359	1	K562	43762
SRR5584360	1	K562	3762
SRR5584361	1	K562	27802
SRR5584362	1	K562	26426
SRR5584363	1	K562	32974
SRR5584364	1	K562	16098
SRR5584365	1	K562	2842
SRR5584366	1	K562	4318
SRR5584367	1	K562	51300
SRR5584368	1	K562	28534
SRR5584369	1	K562	27596
SRR5584370	1	K562	17930
SRR5584371	1	K562	25298
SRR5584372	1	K562	26636
SRR5584373	1	K562	15418
SRR5584374	1	K562	11610
SRR5584375	1	K562	21542
SRR5584376	1	K562	20646
SRR5584377	1	K562	2516
SRR5584378	1	K562	67700
SRR5584379	1	K562	10320
SRR5584380	1	K562	35064
SRR5584381	1	K562	2946
SRR5584382	1	K562	17880
SRR5584383	1	K562	12096
SRR5584385	1	K562	81174
SRR5584386	1	K562	36200
SRR5584387	1	K562	77322
SRR5584388	1	K562	6950
SRR5584389	1	K562	11844
SRR5584390	1	K562	11170
SRR5584391	1	K562	34356
SRR5584392	1	K562	13788
SRR5584393	1	K562	20084
SRR5584394	1	K562	102420
SRR5584395	1	K562	124252
SRR5584396	1	K562	69312
SRR5584397	1	K562	146088
SRR5584398	1	K562	125980
SRR5584399	1	K562	126594
SRR5584400	1	K562	153354
SRR5584401	1	K562	120996
SRR5584402	1	K562	80950
SRR5584403	1	K562	182892
SRR5584404	1	K562	134462
SRR5584405	1	K562	163154
SRR5584406	1	K562	149840
SRR5584407	1	K562	76896
SRR5584408	1	K562	3850
SRR5584409	1	K562	4088
SRR5584410	1	K562	95512
SRR5584411	1	K562	37988
SRR5584412	1	K562	130430
SRR5584413	1	K562	32836
SRR5584414	1	K562	18034
SRR5584415	1	K562	93964
SRR5584416	1	K562	67386
SRR5584417	1	K562	76192
SRR5584418	1	K562	30824
SRR5584419	1	K562	34142
SRR5584420	1	K562	5778
SRR5584421	1	K562	63786
SRR5584422	1	K562	42474
SRR5584423	1	K562	65456
SRR5584424	1	K562	28778
SRR5584425	1	K562	84524
SRR5584426	1	K562	47362
SRR5584427	1	K562	2704
SRR5584428	1	K562	150840
SRR5584429	1	K562	79036
SRR5584430	1	K562	19618
SRR5584431	1	K562	3368
SRR5584432	1	K562	166942
SRR5584433	1	K562	108458
SRR5584434	1	K562	34368
SRR5584435	4	K562	11768
SRR5584436	1	K562	105522
SRR5584437	1	K562	7308
SRR5584438	1	K562	58324
SRR5584439	1	K562	136786
SRR5584440	1	K562	67394
SRR5584441	1	K562	135138
SRR5584442	1	K562	4974
SRR5584443	1	K562	127734
SRR5584444	1	K562	50472
SRR5584445	1	K562	48238
SRR5584446	1	K562	15324
SRR5584447	1	K562	116306
SRR5584448	1	K562	19962
SRR5584449	1	K562	138926
SRR5584450	1	K562	43756
SRR5584451	1	K562	562062
SRR5584452	1	K562	129588
SRR5584453	1	K562	166302
SRR5584454	1	K562	137294
SRR5584455	1	K562	99198
SRR5584456	1	K562	704714
SRR5584457	1	K562	94548
SRR5584458	1	K562	46892
SRR5584459	1	K562	58738
SRR5584460	1	K562	13118
SRR5584461	1	K562	36274
SRR5584462	1	K562	28636
SRR5584463	1	K562	89604
SRR5584464	1	K562	15444
SRR5584465	1	K562	93426
SRR5584466	1	K562	57490
SRR5584467	1	K562	111086
SRR5584468	1	K562	80018
SRR5584469	1	K562	39348
SRR5584470	1	K562	71502
SRR5584471	1	K562	69298
SRR5584472	1	K562	88694
SRR5584473	1	K562	56652
SRR5584474	1	K562	69956
SRR5584475	4	K562	8976
SRR5584476	1	K562	127524
SRR5584477	1	K562	49680
SRR5584479	1	K562	32554
SRR5584480	1	K562	47700
